symbol,asof_date,close,avg_turnover_60d
VEDL,2026-08-07,278.8500061035156,6511861413.681576
VIJAYA,2026-08-07,1351.0999755859375,360813752.07456666
VMM,2026-08-07,108.72000122070312,1294299213.49664
VOLTAS,2026-08-07,1285.0,1282088528.1996603
VTL,2026-08-07,606.75,224469850.93294677
WAAREEENER,2026-08-07,2717.0,2783046015.883028
WELCORP,2026-08-07,1839.800048828125,1586315543.90118
WELSPUNLIV,2026-08-07,164.08999633789062,443067664.09838206
WHIRLPOOL,2026-08-07,813.1500244140625,260108561.53833416
WIPRO,2026-08-07,187.52999877929688,4739546987.235438
WOCKPHARMA,2026-08-07,2021.0,3334803321.268925
YESBANK,2026-08-07,22.690000534057617,2394035770.5131574
ZEEL,2026-08-07,94.19000244140625,4185721835.300544
ZENSARTECH,2026-08-07,499.0,2391930744.341502
ZENTEC,2026-08-07,1721.0999755859375,1347950439.4538574
ZFCVINDIA,2026-08-07,2637.199951171875,438234834.82591957
ZYDUSLIFE,2026-08-07,1114.199951171875,1838892100.483836
ZYDUSWELL,2026-08-07,533.8499755859375,427025201.51307017
